#name,ra,dec,z_lens,z_source,zl_phot,zs_phot,Rein,lens_mag_i,source_mag_i,type,discovery,grade,Reference
120651-000051,181.712700,-0.014100,-99.000,-99.000,0.70,-99.00,-99.,20.92,21.52,GG,V,C,SuGOHI5
120700+013538,181.751030,1.594040,-99.000,-99.000,0.45,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
120701-012745,181.757210,-1.462530,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
120703-014948,181.766440,-1.830080,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
120717-002554,181.822820,-0.431680,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
120719+010550,181.833167,1.097296,-99.000,-99.000,0.96,-99.00,-99.,21.66,-99.00,GG,VY,C,SuGOHI6
120729-000902,181.874342,-0.150673,-99.000,-99.000,0.33,-99.00,-99.,18.11,-99.00,GG,V,C,SuGOHI6
120740+002521,181.920300,0.422690,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
120745+041400,181.937994,4.233426,0.619,-99.000,-99.00,-99.00,-99.,21.28,-99.00,GG,Y,C,SuGOHI8
120808+004615,182.036500,0.771000,-99.000,-99.000,0.76,2.43,-99.,22.63,25.04,GG,V,C,SuGOHI5
120809+000250,182.038235,0.047241,-99.000,-99.000,0.56,-99.00,-99.,19.80,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
120816-011409,182.069106,-1.236109,-99.000,-99.000,0.94,-99.00,-99.,21.67,-99.00,GG,V,C,SuGOHI6
120838-010306,182.162230,-1.051700,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
120850-000339,182.209717,-0.060883,-99.000,-99.000,0.72,-99.00,-99.,20.24,-99.00,GG,V,C,SuGOHI6
120942-011643,182.427580,-1.278800,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
120945-012146,182.438130,-1.362850,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
121014-002943,182.560200,-0.495300,-99.000,-99.000,0.32,-99.00,-99.,-99.,-99.00,GG,CNN,C,"SuGOHI10 LinKS"
121022-011201,182.595237,-1.200480,-99.000,-99.000,0.55,-99.00,-99.,18.58,-99.00,GG,V,C,SuGOHI6
121040+033354,182.669690,3.565202,0.754,-99.000,-99.00,-99.00,-99.,21.69,-99.00,GG,Y,C,SuGOHI8
121043+010934,182.680413,1.159587,-99.000,-99.000,0.73,-99.00,-99.,20.28,-99.00,GG,V,C,SuGOHI6
121104-005458,182.767600,-0.916200,-99.000,-99.000,0.62,-99.00,-99.,20.27,-99.00,GG,V,C,"SuGOHI5 SuGOHI6"
121105-004905,182.771992,-0.818146,0.569,-99.000,-99.00,-99.00,-99.,18.94,21.08,GG,Y,C,SuGOHI1
121113-003532,182.806769,-0.592341,-99.000,-99.000,0.77,-99.00,-99.,19.65,-99.00,GG,V,C,SuGOHI6
121120+003310,182.836131,0.553007,-99.000,-99.000,0.92,-99.00,-99.,21.01,-99.00,GG,VYCN,C,"SuGOHI6 SuGOHI10"
121144+005753,182.935935,0.964726,-99.000,-99.000,1.08,-99.00,-99.,21.84,-99.00,GG,VY,C,SuGOHI6
121208-000356,183.035836,-0.065813,-99.000,-99.000,0.86,-99.00,-99.,20.69,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
121215+015448,183.064810,1.913540,0.400,-99.000,-99.00,-99.00,-99.,18.31,20.72,GG,Y,C,"SuGOHI2 LinKS"
121226+000514,183.108974,0.087258,-99.000,-99.000,0.46,-99.00,-99.,18.85,-99.00,GG,V,C,SuGOHI6
121228-010606,183.119510,-1.101910,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
121234-002643,183.145138,-0.445530,-99.000,-99.000,0.78,-99.00,-99.,19.99,-99.00,GG,V,C,SuGOHI6
121246-001711,183.194710,-0.286441,-99.000,-99.000,0.73,-99.00,-99.,20.85,-99.00,GG,VY,C,SuGOHI6
121248-003932,183.202220,-0.659158,-99.000,-99.000,0.80,-99.00,-99.,20.99,-99.00,GG,V,C,SuGOHI6
121330-005139,183.375510,-0.860920,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
121357+002858,183.489267,0.482858,-99.000,-99.000,0.54,-99.00,-99.,20.04,-99.00,GG,V,C,SuGOHI6
121400-005208,183.502134,-0.868910,-99.000,-99.000,0.40,-99.00,-99.,18.61,-99.00,GG,V,C,SuGOHI6
121403+001602,183.512745,0.267243,-99.000,-99.000,0.46,-99.00,-99.,18.51,-99.00,GG,VY,C,"SuGOHI6 LinKS"
121407+020944,183.531040,2.162314,0.442,-99.000,-99.00,-99.00,-99.,18.64,22.58,GG,Y,C,SuGOHI2
121528-002540,183.868550,-0.427840,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
121532+011328,183.885870,1.224560,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
121533-005842,183.889500,-0.978560,-99.000,-99.000,0.46,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
121625-000523,184.107220,-0.089850,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
121638+002619,184.160950,0.438820,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
121848-011026,184.700470,-1.174060,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
121904-014824,184.766790,-1.806745,0.458,-99.000,-99.00,-99.00,-99.,19.72,21.06,GG,Y,C,SuGOHI2
121953+000500,184.972310,0.083404,0.384,-99.000,-99.00,-99.00,-99.,18.20,21.49,GG,Y,C,SuGOHI2
122032+005421,185.134990,0.905959,0.629,-99.000,-99.00,-99.00,-99.,19.36,22.56,GG,Y,C,SuGOHI2
122039+011201,185.164430,1.200340,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
122042-011136,185.175320,-1.193600,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
122122+005431,185.344400,0.908720,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
122225-000906,185.606720,-0.151710,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
122229+004443,185.623800,0.745487,0.622,-99.000,-99.00,-99.00,-99.,19.36,22.79,GG,Y,C,SuGOHI2
122256-003842,185.735330,-0.645220,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
122258-004355,185.741670,-0.732180,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
122341+001513,185.922910,0.253627,0.583,-99.000,-99.00,-99.00,-99.,19.12,22.06,GG,Y,C,SuGOHI2
122356+010145,185.985320,1.029340,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
122408+010111,186.033840,1.019920,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
122409+002508,186.041290,0.419075,0.639,-99.000,-99.00,-99.00,-99.,19.32,22.75,GG,Y,C,SuGOHI2
122427-000955,186.113550,-0.165324,0.638,-99.000,-99.00,-99.00,-99.,19.72,22.35,GG,Y,C,SuGOHI2
122507+013251,186.281600,1.547700,-99.000,-99.000,0.83,1.23,-99.,21.75,23.99,GG,V,C,SuGOHI5
122531+000611,186.379900,0.103200,-99.000,-99.000,1.08,-99.00,-99.,21.56,-99.00,GG,V,C,SuGOHI5
122532-014850,186.385000,-1.814057,0.623,-99.000,-99.00,-99.00,-99.,19.63,22.85,GG,Y,C,SuGOHI2
122556-010358,186.484800,-1.066150,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
122602+015544,186.508600,1.929080,-99.000,-99.000,0.55,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
122641+004616,186.674230,0.771347,0.691,-99.000,-99.00,-99.00,-99.,19.51,22.50,GG,Y,C,SuGOHI2
122812+010743,187.051060,1.128870,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
122816+013945,187.069450,1.662595,0.473,-99.000,-99.00,-99.00,-99.,19.20,20.66,GG,Y,C,SuGOHI2
122843+023818,187.182383,2.638484,0.526,-99.000,-99.00,-99.00,-99.,21.09,-99.00,GG,Y,C,SuGOHI8
122948+013652,187.452718,1.614596,0.618,-99.000,-99.00,-99.00,-99.,20.89,-99.00,GG,Y,C,SuGOHI8
122948+013653,187.453070,1.614980,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
122949-012602,187.457550,-1.434070,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
122952-002402,187.467460,-0.400714,0.743,-99.000,-99.00,-99.00,-99.,20.27,22.28,GG,Y,C,SuGOHI2
123019+012621,187.582000,1.439263,0.556,-99.000,-99.00,-99.00,-99.,19.37,22.08,GG,Y,C,SuGOHI2
123035+052251,187.647367,5.381015,0.470,-99.000,-99.00,-99.00,-99.,20.16,-99.00,GG,Y,C,SuGOHI8
123049+001442,187.707250,0.245210,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
123150+003312,187.960690,0.553360,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
123303+004136,188.265430,0.693570,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,"SuGOHI10 LinKS"
123447+000936,188.696220,0.160229,0.672,-99.000,-99.00,-99.00,-99.,19.52,22.20,GG,Y,C,SuGOHI2
123601-005900,189.005400,-0.983430,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
123636-010215,189.150020,-1.037767,0.418,-99.000,-99.00,-99.00,-99.,17.76,22.66,GG,Y,C,SuGOHI2
123716-002358,189.320460,-0.399490,-99.000,-99.000,0.33,-99.00,-99.,-99.,-99.00,GG,CNN,C,"SuGOHI10 LinKS"
123803-011006,189.512600,-1.168590,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
123816-001011,189.567670,-0.169724,0.385,-99.000,-99.00,-99.00,-99.,17.88,23.05,GG,Y,C,"SuGOHI2 LinKS"
123917-000434,189.824560,-0.076265,0.348,-99.000,-99.00,-99.00,-99.,18.67,22.53,GG,Y,C,"SuGOHI2 LinKS"
123931-011810,189.883300,-1.302850,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
123940-010715,189.919700,-1.121000,-99.000,-99.000,0.74,1.97,-99.,22.26,25.31,GG,V,C,SuGOHI5
124024-012957,190.100340,-1.499421,0.671,-99.000,-99.00,-99.00,-99.,19.76,22.44,GG,Y,C,SuGOHI2
124101-002920,190.256680,-0.489139,0.602,-99.000,-99.00,-99.00,-99.,18.62,21.62,GG,Y,C,SuGOHI2
124202+014141,190.509400,1.694840,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
124438-013945,191.160770,-1.662507,0.410,-99.000,-99.00,-99.00,-99.,18.37,23.14,GG,Y,C,SuGOHI2
124444-011507,191.183390,-1.252160,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
124451+010642,191.213970,1.111935,0.387,-99.000,-99.00,-99.00,-99.,17.64,20.03,GG,YCN,C,"SuGOHI2 LinKS SuGOHI10"
124503+024354,191.263207,2.731856,0.495,-99.000,-99.00,-99.00,-99.,20.81,-99.00,GG,Y,C,SuGOHI8
124607+001708,191.532730,0.285750,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
124629+004116,191.621096,0.688001,0.573,-99.000,-99.00,-99.00,-99.,20.63,-99.00,GG,Y,C,SuGOHI8
124714-003537,191.812030,-0.593720,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
124724+012652,191.850490,1.447920,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
124842-010810,192.175830,-1.136280,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
124856-000207,192.233990,-0.035329,0.586,-99.000,-99.00,-99.00,-99.,18.88,23.89,GG,Y,C,SuGOHI2
124928-005835,192.366760,-0.976420,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
124938-000609,192.408960,-0.102760,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
125008-001028,192.534950,-0.174480,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
125220+025504,193.085819,2.918005,0.518,-99.000,-99.00,-99.00,-99.,20.60,-99.00,GG,Y,C,SuGOHI8
125322-002246,193.341710,-0.379440,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
125355+001414,193.481990,0.237413,0.638,-99.000,-99.00,-99.00,-99.,19.52,24.08,GG,YCN,C,"SuGOHI2 SuGOHI10"
125604-003229,194.017656,-0.541481,0.725,-99.000,-99.00,-99.00,-99.,21.90,-99.00,GG,Y,C,SuGOHI8
125903+014542,194.763025,1.761805,0.518,-99.000,-99.00,-99.00,-99.,20.54,-99.00,GG,Y,C,SuGOHI8
130044+031657,195.186360,3.282587,0.680,-99.000,-99.00,-99.00,-99.,21.50,-99.00,GG,Y,C,SuGOHI8
130500+032545,196.253978,3.429294,0.527,-99.000,-99.00,-99.00,-99.,21.35,-99.00,GG,Y,C,SuGOHI8
131037+021947,197.655122,2.329978,0.506,-99.000,-99.00,-99.00,-99.,21.26,-99.00,GG,Y,C,SuGOHI8
131140+025539,197.917866,2.927630,0.612,-99.000,-99.00,-99.00,-99.,20.83,-99.00,GG,Y,C,SuGOHI8
131417-010555,198.571086,-1.098876,0.483,-99.000,-99.00,-99.00,-99.,20.95,-99.00,GG,Y,C,SuGOHI8
131519+040008,198.831459,4.002439,0.756,-99.000,-99.00,-99.00,-99.,20.40,-99.00,GG,Y,C,SuGOHI8
131604+040924,199.019418,4.156873,0.579,-99.000,-99.00,-99.00,-99.,21.45,-99.00,GG,Y,C,SuGOHI8
131626+020910,199.108897,2.153029,0.684,-99.000,-99.00,-99.00,-99.,21.43,-99.00,GG,Y,C,SuGOHI8
131736-010734,199.400810,-1.126300,-99.000,-99.000,0.34,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
131759+025548,199.497480,2.930162,0.602,-99.000,-99.00,-99.00,-99.,21.94,-99.00,GG,Y,C,SuGOHI8
131933-004256,199.888500,-0.715801,0.658,-99.000,-99.00,-99.00,-99.,21.32,-99.00,GG,Y,C,SuGOHI8
132221-012821,200.587800,-1.472656,0.542,-99.000,-99.00,-99.00,-99.,20.61,-99.00,GG,Y,C,SuGOHI8
132439-015026,201.166438,-1.840695,0.438,-99.000,-99.00,-99.00,-99.,20.69,-99.00,GG,Y,C,SuGOHI8
132904+020015,202.267904,2.004371,0.519,-99.000,-99.00,-99.00,-99.,21.10,-99.00,GG,Y,C,SuGOHI8
133328+425215,203.369413,42.871101,0.587,-99.000,-99.00,-99.00,-99.,20.99,-99.00,GG,Y,C,SuGOHI8
134017+420751,205.074220,42.131081,0.537,-99.000,-99.00,-99.00,-99.,21.18,-99.00,GG,Y,C,SuGOHI8
134222-014737,205.595080,-1.793712,0.713,-99.000,-99.00,-99.00,-99.,18.97,23.05,GG,Y,C,SuGOHI2
134352-011240,205.968880,-1.211118,0.757,-99.000,-99.00,-99.00,-99.,19.78,21.88,GG,Y,C,SuGOHI2
134418+010240,206.077110,1.044470,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
134458+002422,206.243670,0.406339,0.323,-99.000,-99.00,-99.00,-99.,17.98,22.14,GG,Y,C,SuGOHI2
134504-012202,206.270541,-1.367263,0.555,-99.000,-99.00,-99.00,-99.,21.32,-99.00,GG,Y,C,SuGOHI8
134509-004122,206.287980,-0.689470,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
134511+005912,206.299140,0.986830,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
134522+001226,206.342400,0.207300,-99.000,-99.000,0.44,0.50,-99.,20.41,20.04,GG,V,C,SuGOHI5
134626-003921,206.608620,-0.655900,-99.000,-99.000,0.60,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
134720-004138,206.836780,-0.693920,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
134725+003331,206.855540,0.558849,0.507,-99.000,-99.00,-99.00,-99.,18.48,22.46,GG,YCN,C,"SuGOHI2 SuGOHI10"
134740+004837,206.918580,0.810280,-99.000,-99.000,0.42,-99.00,-99.,-99.,-99.00,GG,CNN,C,"SuGOHI10 LinKS"
134805-013231,207.021480,-1.542142,0.521,-99.000,-99.00,-99.00,-99.,20.09,21.92,GG,Y,C,SuGOHI2
134826-011724,207.109430,-1.290247,0.626,-99.000,-99.00,-99.00,-99.,18.85,21.56,GG,Y,C,SuGOHI2
134844+005101,207.183630,0.850404,0.525,-99.000,-99.00,-99.00,-99.,19.20,23.18,GG,Y,C,SuGOHI2
134847+010432,207.198680,1.075630,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
134854-002541,207.228220,-0.428100,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
134957+013531,207.490150,1.592120,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
135003-003017,207.515800,-0.504890,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
135042-004307,207.676410,-0.718632,0.573,-99.000,-99.00,-99.00,-99.,19.34,23.70,GG,YCN,C,"SuGOHI2 SuGOHI10"
135054-000906,207.726280,-0.151700,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
135110+443315,207.792630,44.554406,0.565,-99.000,-99.00,-99.00,-99.,21.49,-99.00,GG,Y,C,SuGOHI8
135126+013338,207.860290,1.560773,0.592,-99.000,-99.00,-99.00,-99.,19.42,22.64,GG,YCN,C,"SuGOHI2 SuGOHI10"
135126-002621,207.861650,-0.439350,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
135140-000831,207.920770,-0.142140,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
135143-001818,207.932300,-0.305270,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
135155+010111,207.981770,1.019725,0.516,-99.000,-99.00,-99.00,-99.,19.13,23.37,GG,YCN,C,"SuGOHI2 SuGOHI10"
135205-011358,208.022690,-1.232820,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
135232-010532,208.135060,-1.092320,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
135346+021338,208.444714,2.227440,0.459,-99.000,-99.00,-99.00,-99.,21.00,-99.00,GG,Y,C,SuGOHI8
135534-004350,208.893330,-0.730810,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
135543-005310,208.930350,-0.886160,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
135647+001756,209.198080,0.299026,0.596,-99.000,-99.00,-99.00,-99.,19.49,21.44,GG,Y,C,SuGOHI2
135740+000333,209.417620,0.059290,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
135745+012926,209.440360,1.490576,0.681,-99.000,-99.00,-99.00,-99.,19.91,21.79,GG,Y,C,SuGOHI2
135753-013909,209.472450,-1.652752,-99.000,-99.000,0.67,-99.00,-99.,19.84,-99.00,GG,V,C,SuGOHI6
135754-013601,209.476669,-1.600453,-99.000,-99.000,0.73,-99.00,-99.,20.77,-99.00,GG,V,C,SuGOHI6
135842+004944,209.676849,0.829151,-99.000,-99.000,0.76,-99.00,-99.,21.38,-99.00,GG,VY,C,SuGOHI6
135903-011243,209.762563,-1.212037,-99.000,-99.000,0.51,-99.00,-99.,19.24,-99.00,GG,VY,C,SuGOHI6
135912+004200,209.800110,0.700260,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
135913-011815,209.807530,-1.304330,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,"SuGOHI10 LinKS"
135955+001336,209.980495,0.226909,-99.000,-99.000,1.15,-99.00,-99.,22.13,-99.00,GG,VYCN,C,"SuGOHI6 SuGOHI10"
140001+004405,210.006217,0.734728,0.581,-99.000,-99.00,-99.00,-99.,19.70,21.96,GG,Y,C,SuGOHI1
140033-005548,210.139952,-0.930033,-99.000,-99.000,0.69,-99.00,-99.,20.10,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
140034+010256,210.144480,1.049040,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
140036-003232,210.150728,-0.542384,0.530,-99.000,-99.00,-99.00,-99.,19.13,22.00,GG,Y,C,SuGOHI1
140041-011257,210.174570,-1.215950,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
140051-004004,210.215870,-0.668040,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
140115+004537,210.315200,0.760390,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
140151-004019,210.465430,-0.672210,-99.000,-99.000,0.43,-99.00,-99.,-99.,-99.00,GG,CNN,C,"SuGOHI10 LinKS"
140157-001655,210.490983,-0.282061,-99.000,-99.000,0.63,-99.00,-99.,20.10,-99.00,GG,VY,C,SuGOHI6
140200-010928,210.503579,-1.158016,0.663,-99.000,-99.00,-99.00,-99.,20.09,23.69,GG,Y,C,SuGOHI1
140203+005843,210.512597,0.978612,-99.000,-99.000,0.70,-99.00,-99.,20.95,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
140206+004733,210.528503,0.792687,-99.000,-99.000,0.73,-99.00,-99.,20.91,-99.00,GG,V,C,SuGOHI6
140218+022318,210.578596,2.388379,0.694,-99.000,-99.00,-99.00,-99.,21.56,-99.00,GG,Y,C,SuGOHI8
140219-011938,210.583228,-1.327424,-99.000,-99.000,0.81,-99.00,-99.,20.60,-99.00,GG,VY,C,SuGOHI6
140231-012831,210.630233,-1.475542,0.619,-99.000,-99.00,-99.00,-99.,19.63,23.11,GG,Y,C,SuGOHI1
140232+010013,210.634280,1.003840,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
140244+011743,210.687150,1.295420,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
140247+004933,210.697380,0.826058,-99.000,-99.000,1.01,-99.00,-99.,21.88,-99.00,GG,V,C,SuGOHI6
140252+023101,210.717677,2.517122,0.602,-99.000,-99.00,-99.00,-99.,21.61,-99.00,GG,Y,C,SuGOHI8
140306+005702,210.775180,0.950710,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
140315-022441,210.814619,-2.411450,-99.000,-99.000,0.47,-99.00,-99.,18.64,-99.00,GG,VY,C,SuGOHI6
140345-021710,210.937845,-2.286200,0.616,-99.000,-99.00,-99.00,-99.,19.32,21.83,GG,Y,C,SuGOHI1
140347+425700,210.945920,42.950252,0.395,-99.000,-99.00,-99.00,-99.,20.85,-99.00,GG,Y,C,SuGOHI8
140434+005341,211.142114,0.894764,0.508,-99.000,-99.00,-99.00,-99.,19.31,21.24,GG,Y,C,SuGOHI1
140444-022123,211.187433,-2.356561,-99.000,-99.000,0.31,-99.00,-99.,17.95,-99.00,GG,VY,C,"SuGOHI6 LinKS"
140457+003708,211.240693,0.618959,-99.000,-99.000,1.19,-99.00,-99.,21.67,-99.00,GG,V,C,SuGOHI6
140505-000455,211.271556,-0.082145,-99.000,-99.000,1.01,-99.00,-99.,21.63,-99.00,GG,VYCN,C,"SuGOHI6 SuGOHI10"
140505-012930,211.271396,-1.491873,-99.000,-99.000,0.62,-99.00,-99.,19.12,-99.00,GG,VY,C,SuGOHI6
140507-002456,211.279830,-0.415600,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
140530+000735,211.375300,0.126500,-99.000,-99.000,0.92,-99.00,-99.,21.06,22.24,GG,VYCN,C,"SuGOHI5 SuGOHI6 SuGOHI10"
140530+011448,211.378860,1.246702,-99.000,-99.000,0.99,-99.00,-99.,21.60,-99.00,GG,V,C,SuGOHI6
140615-003123,211.563498,-0.523216,-99.000,-99.000,0.56,-99.00,-99.,19.56,-99.00,GG,VY,C,SuGOHI6
140639-020526,211.662598,-2.090679,0.530,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,E,C,SuGOHI1
140640-010811,211.668470,-1.136530,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
140648+002929,211.702400,0.491500,-99.000,-99.000,0.33,-99.00,-99.,19.30,-99.00,GG,V,C,SuGOHI5
140704+004415,211.767760,0.737680,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
140714+000110,211.808789,0.019627,0.644,-99.000,-99.00,-99.00,-99.,18.96,22.49,GG,Y,C,SuGOHI1
140714-011512,211.809440,-1.253360,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
140718-001252,211.825020,-0.214710,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
140725+013316,211.854380,1.554680,-99.000,-99.000,0.44,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
140730-011528,211.875848,-1.257966,-99.000,-99.000,0.77,-99.00,-99.,20.60,-99.00,GG,V,C,SuGOHI6
140756-014954,211.985275,-1.831762,-99.000,-99.000,0.66,-99.00,-99.,19.97,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
140801-003517,212.004927,-0.588269,-99.000,-99.000,0.76,-99.00,-99.,19.67,-99.00,GG,V,C,SuGOHI6
140843+004450,212.181483,0.747386,0.488,-99.000,-99.00,-99.00,-99.,18.85,23.06,GG,Y,C,SuGOHI1
140844-005246,212.184593,-0.879712,-99.000,-99.000,0.61,-99.00,-99.,19.81,-99.00,GG,V,C,SuGOHI6
140846-003730,212.192646,-0.625198,-99.000,-99.000,0.58,-99.00,-99.,19.91,-99.00,GG,V,C,SuGOHI6
